StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IC,Time_Vign_male_First_Click,Time_Vign_male_Last_Click,Time_Vign_male_Page_Submit,Time_Vign_male_Click_Count,W_AC_m_1,Ch_LoEf_m_1,Ch_LoEf_m_2,Ch_LoEf_m_3,Ch_LoEf_m_4,Ch_LoEf_m_5,Ch_LoEf_m_6,Ch_LoEf_m_7,Ch_LoEf_m_8,Ch_LoEf_m_9,Ch_LoEf_m_10,Ch_LoEf_m_11,Ch_LoEf_m_12,Ch_LoEf_m_13,Ch_LoEf_m_14,Ch_LoEf_m_15,Ch_HiEf_1,Ch_HiEf_2,Ch_HiEf_3,Ch_HiEf_4,Ch_HiEf_5,Ch_HiEf_6,Ch_HiEf_7,Ch_HiEf_8,Ch_HiEf_9,Ch_HiEf_10,Ch_HiEf_11,Ch_HiEf_12,Ch_HiEf_13,Ch_HiEf_14,Ch_HiEf_15,W_Ef_LoEf_m,W_Ef_HiEf_m,W_Qu_LoEf_m,W_Qu_HiEf_m,W_Dif_LoEf_m,W_Dif_HiEf_m,W_Val_LoEf_m,W_Val_HiEf_m,AC_m_2,Sal_LoEf_1,Sal_HiEf_1,W_Coop_LoEf_m,W_Coop_HiEf_m,Time_Vign_female_First_Click,Time_Vign_female_Last_Click,Time_Vign_female_Page_Submit,Time_Vign_female_Click_Count,W_AC_f_1,Ch_LoEf_f_1,Ch_LoEf_f_2,Ch_LoEf_f_3,Ch_LoEf_f_4,Ch_LoEf_f_5,Ch_LoEf_f_6,Ch_LoEf_f_7,Ch_LoEf_f_8,Ch_LoEf_f_9,Ch_LoEf_f_10,Ch_LoEf_f_11,Ch_LoEf_f_12,Ch_LoEf_f_13,Ch_LoEf_f_14,Ch_LoEf_f_15,Ch_HiEf_1.0,Ch_HiEf_2.0,Ch_HiEf_3.0,Ch_HiEf_4.0,Ch_HiEf_5.0,Ch_HiEf_6.0,Ch_HiEf_7.0,Ch_HiEf_8.0,Ch_HiEf_9.0,Ch_HiEf_10.0,Ch_HiEf_11.0,Ch_HiEf_12.0,Ch_HiEf_13.0,Ch_HiEf_14.0,Ch_HiEf_15.0,W_Ef_LoEf_f,W_Ef_HiEf_f,W_Qu_LoEf_f,W_Qu_HiEf_f,W_Dif_LoEf_f,W_Dif_HiEf_f,W_Val_LoEf_f,W_Val_HiEf_f,W_AC_f_2,W_Sal_LoEf_f_1,W_Sal_HiEf_f_1,W_Coop_LoEf_f,W_Coop_HiEf_f,Age,Gen,Gen_3_TEXT,Nat,Cou,Lan,Edu,Lad,FB,SC0
2024-09-16 15:57:28,2024-09-16 15:57:28,2,,100,0,1,2024-09-16 15:57:28,R_8AZ9FiU6XMV35BA,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,4.04,8.99,2,6,7,4,3,1,1,2,4,5,7,2,2,3,5,6,1,4,1,1,7,4,4,4,2,7,2,1,2,4,5,4,5,3,5,1,7,3,2,2,3,20,27,4,2,117,4,,TEXT,TEXT,1,7,6,Sapien aliquet! Sapien sed ultricies orci nulla metus. Etiam ab est eros lacus.,161
2024-09-16 15:57:28,2024-09-16 15:57:28,2,,100,0,1,2024-09-16 15:57:28,R_50jGBGjrby0Mt1Q,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,9.12,4.99,40,2,2,1,2,3,6,7,6,7,7,5,6,2,4,3,7,7,6,6,4,7,1,4,3,4,3,2,4,7,2,4,6,3,2,3,2,4,7,1,2,29,23,2,6,92,4,,TEXT,TEXT,1,1,7,Ab ab turpis. Commodo ridiculus euismod. Ut curabitur eu magna nulla.,178
2024-09-16 15:57:28,2024-09-16 15:57:28,2,,100,0,1,2024-09-16 15:57:28,R_77G8nZ0EQNWpYbk,,,,,,,test,,1,0.51,6.02,2.54,50,1,3,1,1,6,1,7,3,5,5,5,3,3,7,7,6,7,3,7,1,6,7,7,1,1,4,1,5,5,7,3,4,2,4,6,5,5,3,6,7,25,32,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,1,,TEXT,TEXT,4,6,10,"Aenean est vestibulum metus imperdiet, praesent temporibus consequat sem eget lacus fringilla. Sodales enim.",193
2024-09-16 15:57:29,2024-09-16 15:57:29,2,,100,0,1,2024-09-16 15:57:29,R_6hdNKf6KJvCAKFw,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,9.8,9.98,10,5,7,6,6,2,6,3,5,2,3,5,4,1,6,1,4,7,2,4,7,4,6,1,2,7,1,1,1,4,2,7,4,1,1,5,3,2,6,4,5,25,28,4,2,84,1,,TEXT,TEXT,1,6,3,"Potenti, sem accusamus nunc! Aenean atque! Suscipit aliquet, convallis eleifend vestibulum proin sapien.",165
2024-09-16 15:57:29,2024-09-16 15:57:29,2,,100,0,1,2024-09-16 15:57:29,R_6PERn9VushjAedo,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.87,8.79,9.62,43,7,5,1,3,1,2,6,5,6,5,4,4,7,6,5,3,3,3,2,5,4,7,4,6,1,5,2,5,6,6,4,6,3,3,1,6,6,1,4,6,28,36,4,6,42,4,,TEXT,TEXT,3,1,2,Wisi morbi et blandit tempor aenean. Commodo. Montes! Vestibulum bibendum. Nonummy dolorem.,180
2024-09-16 15:57:29,2024-09-16 15:57:29,2,,100,0,1,2024-09-16 15:57:29,R_6DS9i0kTXuealBc,,,,,,,test,,1,6.68,9.94,7.19,0,7,2,5,3,5,4,6,2,3,2,2,1,7,4,1,5,4,1,1,2,7,5,5,2,2,1,5,7,5,5,6,4,3,3,4,1,1,6,5,5,20,19,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,1,,TEXT,TEXT,3,8,4,Porta arcu porttitor accumsan! Culpa wisi sagittis metus est bibendum.,166
2024-09-16 15:57:29,2024-09-16 15:57:29,2,,100,0,1,2024-09-16 15:57:29,R_bILwImq6DqjGTlk,,,,,,,test,,1,7.38,8.63,8.65,24,6,6,4,7,5,6,7,6,2,6,1,7,2,1,6,2,3,4,2,4,5,1,4,1,7,3,7,7,3,4,3,2,1,6,3,3,6,4,6,4,17,31,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3,Ligula pede nunc. Eros vestibulum facilisis sem turpis magnis vestibulum suspendisse! Blandit mauris rhoncus etiam.,TEXT,TEXT,2,7,3,Odio sapien. Non ac praesent facilisis! Vitae tempor blandit tempus velit.,183
2024-09-16 15:57:29,2024-09-16 15:57:30,2,,100,1,1,2024-09-16 15:57:30,R_0fbP4acwMblCNVk,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.77,8.95,9.75,4,6,2,5,4,4,7,7,4,5,7,6,2,6,1,4,7,5,1,6,4,6,6,7,7,7,7,6,2,5,2,7,4,2,1,2,4,2,4,3,1,25,20,6,7,81,2,,TEXT,TEXT,4,6,2,Mauris! Ultricies pellentesque laoreet pellentesque magnis venenatis aliquet pharetra ante curabitur leo eget.,193
2024-09-16 15:57:30,2024-09-16 15:57:30,2,,100,0,1,2024-09-16 15:57:30,R_5o610H6PnrT6fcy,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.96,8.25,8.83,13,6,1,2,6,6,3,6,5,3,2,6,7,1,7,5,4,7,5,4,7,4,6,2,4,2,3,6,7,1,2,7,4,3,2,6,2,6,7,7,4,17,34,7,7,53,1,,TEXT,TEXT,1,1,1,"Aliquam nullam leo porta vivamus, leo vulputate lorem ac aenean. Culpa.",183
2024-09-16 15:57:30,2024-09-16 15:57:30,2,,100,0,1,2024-09-16 15:57:30,R_7NTfMWGGmewLuDQ,,,,,,,test,,1,7.91,8.61,9.8,32,2,1,7,3,4,6,1,4,7,4,7,3,5,6,3,5,5,2,5,5,3,6,7,1,1,2,5,2,3,2,1,6,1,6,5,3,1,1,2,5,31,20,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2,,TEXT,TEXT,2,6,9,Cras luctus et quis. Venenatis! Et a at vulputate elit ligula arcu.,168
2024-09-16 15:57:30,2024-09-16 15:57:30,2,,100,0,1,2024-09-16 15:57:30,R_4O8ojGR6uXPVYZE,,,,,,,test,,1,1.16,6.13,6.75,32,2,3,4,4,5,1,3,5,2,2,3,7,5,4,2,5,5,1,3,1,3,4,5,3,5,7,4,4,5,6,3,6,1,5,7,5,4,2,6,5,30,36,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,"Quam eleifend. Ridiculus, per sollicitudin porttitor ullamcorper. Nibh porttitor fringilla.",TEXT,TEXT,3,6,7,"Auctor. Laoreet est consequat primis convallis, culpa rutrum tellus accusamus facilisi duis tellus? Blandit dapibus.",177
2024-09-16 15:57:30,2024-09-16 15:57:31,2,,100,1,1,2024-09-16 15:57:31,R_1KXRwJX5oQ0i3oq,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,4.96,5.7,5,4,4,6,6,2,3,5,5,7,1,3,4,3,6,1,5,6,5,5,2,5,5,3,5,2,5,2,3,6,5,5,4,1,5,5,7,7,7,7,5,14,12,6,3,51,1,,TEXT,TEXT,3,5,9,"Pede orci vulputate quam, aliquet luctus vitae, donec donec est. Nunc.",196
2024-09-16 15:57:31,2024-09-16 15:57:31,2,,100,0,1,2024-09-16 15:57:31,R_3ehh7S7EmiQyQd0,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,7.17,7.69,8,2,4,5,7,6,3,2,4,7,6,7,2,5,3,5,1,5,7,5,7,1,4,7,5,2,6,2,1,5,2,7,7,4,2,7,3,4,2,2,2,28,23,6,3,44,4,,TEXT,TEXT,4,8,2,Tincidunt nec sagittis morbi eros donec in sem mi. Placerat elementum accumsan lacus volutpat molestie.,187
2024-09-16 15:57:31,2024-09-16 15:57:31,2,,100,0,1,2024-09-16 15:57:31,R_3JZ8cqlks0EtZfU,,,,,,,test,,1,9.46,9.57,9.52,50,1,5,7,7,7,1,3,4,3,2,2,7,7,2,3,4,7,7,5,6,2,5,2,5,4,1,6,6,5,1,3,3,1,4,1,5,4,6,5,4,24,31,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2,,TEXT,TEXT,4,1,1,Etiam temporibus viverra aliquet lectus non? Massa porttitor est nunc egestas id odio venenatis.,172
2024-09-16 15:57:31,2024-09-16 15:57:31,2,,100,0,1,2024-09-16 15:57:31,R_b9qeNSGxdn4Qhro,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,9.82,9.78,18,4,6,1,2,1,6,5,2,7,2,4,5,6,6,2,2,6,3,1,2,6,1,3,3,5,2,2,4,7,5,6,7,2,1,5,6,7,2,7,4,18,26,6,2,78,1,,TEXT,TEXT,2,2,9,Odio per dolorem? Vivamus bibendum purus wisi dolor! Donec! Dui.,173
2024-09-16 15:57:32,2024-09-16 15:57:32,2,,100,0,1,2024-09-16 15:57:32,R_djtHRAENVo1dBmm,,,,,,,test,,1,8.7,9.04,9.22,25,6,3,2,7,3,7,6,6,7,4,5,4,2,7,3,4,2,7,7,7,5,7,3,2,1,1,7,2,7,7,1,7,2,6,1,7,5,4,7,4,18,29,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,3,Per a risus lacus? Vitae? Pretium dapibus porta imperdiet! Tempor aenean.,TEXT,TEXT,3,1,5,Sapien turpis tortor facilisis? Justo ultricies interdum non! Suscipit euismod.,198
2024-09-16 15:57:32,2024-09-16 15:57:32,2,,100,0,1,2024-09-16 15:57:32,R_2se7czWhwlPWzQ2,,,,,,,test,,1,8.21,8.49,9.43,27,2,6,2,3,7,3,3,6,3,4,4,4,6,7,5,4,7,6,4,1,4,3,7,2,5,5,7,3,6,7,1,1,5,4,5,7,2,1,2,2,36,23,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,TEXT,TEXT,2,5,3,Sodales magnis elementum volutpat porttitor? Dolorem erat dictumst pellentesque? Facilisis volutpat phasellus per per.,179
2024-09-16 15:57:32,2024-09-16 15:57:32,2,,100,0,1,2024-09-16 15:57:32,R_a8BNx7WZhhY5uE6,,,,,,,test,,1,2.8,5.08,7.61,37,6,6,1,3,4,1,5,5,6,4,1,5,2,2,7,7,2,4,7,2,5,7,4,6,7,1,4,4,3,5,4,7,5,7,6,7,7,6,5,3,32,28,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2,,TEXT,TEXT,4,1,8,Sapien suspendisse tortor cras leo rutrum convallis sem. Ac? Dignissim ultricies.,199
2024-09-16 15:57:32,2024-09-16 15:57:32,2,,100,0,1,2024-09-16 15:57:32,R_9F5NBHfTTzbe1WS,,,,,,,test,,1,4.17,8.4,9.21,28,5,2,1,7,4,2,2,1,6,2,1,7,4,5,1,3,5,1,5,2,4,1,4,3,7,5,3,3,3,3,5,3,7,5,7,1,4,3,7,3,14,12,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,2,,TEXT,TEXT,4,3,10,Odio. Imperdiet auctor volutpat tempora placerat? Suspendisse sodales! Rhoncus ab volutpat.,167
2024-09-16 15:57:33,2024-09-16 15:57:33,2,,100,0,1,2024-09-16 15:57:33,R_8Djmdo39ZAR8ICO,,,,,,,test,,1,2.3,7.08,3.17,23,7,3,1,4,3,4,4,1,7,6,5,5,4,4,5,3,5,6,1,5,1,5,2,6,3,1,2,5,4,4,4,6,7,2,6,5,2,5,6,3,23,13,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,4,,TEXT,TEXT,1,1,7,Magna eu consequat. Lectus magnis nulla vivamus atque leo sapien lorem nibh.,176
2024-09-16 15:57:33,2024-09-16 15:57:33,2,,100,0,1,2024-09-16 15:57:33,R_2b45Hp4fFtnmbm6,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81,7.48,9.83,13,1,2,7,3,1,3,7,1,1,6,3,1,6,2,4,6,6,2,5,6,6,3,4,7,5,5,3,5,1,6,2,3,1,1,4,5,6,6,2,6,26,27,1,3,53,3,Urna mi magnis euismod ultricies ullamcorper porttitor pretium faucibus lacus? Lacus. Purus sem porta lacus.,TEXT,TEXT,2,5,7,Lectus! Suscipit fermentum? Vulputate mi facilisis rutrum arcu! Sollicitudin vehicula.,172
2024-09-16 15:57:33,2024-09-16 15:57:33,2,,100,0,1,2024-09-16 15:57:33,R_1S5lEPTTv3RRBCm,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37,6.26,5.98,28,7,6,6,6,2,4,4,5,7,6,6,3,6,1,4,7,7,2,6,3,5,3,7,1,3,2,3,2,7,2,4,2,2,6,7,4,1,7,3,6,21,27,3,5,45,4,,TEXT,TEXT,4,1,10,Accumsan imperdiet accumsan maecenas facilisi primis urna vitae sagittis mi atque suspendisse.,195
2024-09-16 15:57:33,2024-09-16 15:57:33,2,,100,0,1,2024-09-16 15:57:33,R_6Rav7A1R70hpH4W,,,,,,,test,,1,0.06,7.17,7.1,35,3,4,3,1,7,2,7,7,3,3,4,2,2,5,6,3,4,3,3,3,3,5,7,1,1,3,5,4,6,5,1,4,2,4,1,4,7,7,5,7,30,34,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2,,TEXT,TEXT,2,5,6,"Neque quis. Sem, risus dictumst tincidunt, vitae gravida phasellus imperdiet, vitae, temporibus fringilla.",173
2024-09-16 15:57:33,2024-09-16 15:57:34,2,,100,1,1,2024-09-16 15:57:34,R_bCsYeLZ1FC0KdYq,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,6.72,9.79,15,4,7,5,5,1,2,2,3,3,7,7,2,3,7,1,1,2,5,3,7,4,2,4,5,7,1,4,7,6,7,5,5,1,5,1,4,3,7,4,1,32,21,2,5,79,3,Sapien eget sed. Odio proin proin phasellus imperdiet! Elit purus curabitur a mattis! Cursus.,TEXT,TEXT,1,7,3,"Platea atque nec mattis diam nonummy magnis nonummy aliquet? Est, dictumst luctus.",175
2024-09-16 15:57:34,2024-09-16 15:57:34,2,,100,0,1,2024-09-16 15:57:34,R_dbVp22Jvn7HIlL0,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,9.76,6.07,48,2,7,7,6,1,2,5,2,1,6,5,1,2,5,7,4,7,3,1,1,6,6,2,7,3,1,1,4,3,6,7,4,6,7,6,4,1,7,4,3,14,20,6,7,36,4,,TEXT,TEXT,4,6,7,"Volutpat accusamus, venenatis. Bibendum. Pharetra pede? Sit aliquam platea vehicula.",185
2024-09-16 15:57:34,2024-09-16 15:57:34,2,,100,0,1,2024-09-16 15:57:34,R_8tQ5BL4S2BHwYAK,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.56,7.07,4.23,24,5,4,5,6,6,1,6,1,4,2,3,6,2,1,3,1,2,2,5,3,1,6,5,4,5,4,2,7,1,6,6,2,2,5,4,6,7,4,6,4,22,25,3,7,108,4,,TEXT,TEXT,3,6,4,"Volutpat! Fusce cras elementum, massa volutpat wisi aliquam. Curabitur? Nullam! Dui ab laoreet.",173
2024-09-16 15:57:34,2024-09-16 15:57:34,2,,100,0,1,2024-09-16 15:57:34,R_3Penk8JklpML7ng,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15,9.46,9.54,33,4,1,7,6,4,7,2,2,5,2,4,5,5,6,3,7,2,7,5,1,4,6,2,3,3,3,5,1,4,2,3,6,6,4,2,4,3,2,2,6,33,26,3,7,86,4,,TEXT,TEXT,2,2,2,"Praesent atque gravida magnis. Viverra porta sollicitudin euismod bibendum, a? Eget facilisi dui vulputate.",167
2024-09-16 15:57:34,2024-09-16 15:57:34,2,,100,0,1,2024-09-16 15:57:35,R_9KR5MGIw6fGlL0i,,,,,,,test,,1,8.89,9.67,9.95,34,4,5,4,5,1,2,5,4,5,1,2,2,7,2,3,3,5,2,1,2,7,6,4,1,5,5,6,5,4,3,3,6,5,3,3,5,6,3,6,3,24,26,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4,,TEXT,TEXT,2,2,9,Fermentum id cursus aenean sapien. Nulla diam lacus. Purus vulputate gravida.,172
2024-09-16 15:57:35,2024-09-16 15:57:35,2,,100,0,1,2024-09-16 15:57:35,R_b42tLW61Ok5R98G,,,,,,,test,,1,4.17,4.68,4.22,19,1,5,6,2,2,7,7,7,7,7,1,5,6,1,6,4,3,6,7,7,5,2,3,6,7,7,2,6,4,7,2,2,3,2,4,7,7,4,6,1,36,28,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,,TEXT,TEXT,2,6,4,"Ullamcorper cras euismod euismod. Consequat mauris. Lectus! Etiam volutpat temporibus, accumsan? Convallis amet.",201
2024-09-16 15:57:35,2024-09-16 15:57:35,2,,100,0,1,2024-09-16 15:57:35,R_6kUMflAkSevG1Bc,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.23,8.53,9.98,4,3,5,1,5,2,5,3,5,6,7,3,7,2,3,4,3,4,1,1,6,7,5,5,4,5,3,1,7,6,3,2,2,7,5,3,1,5,4,6,7,19,26,4,7,80,4,,TEXT,TEXT,1,3,2,"Montes et posuere sollicitudin magna blandit proin vulputate non mi, iaculis a consequat aenean! Facilisi.",175
2024-09-16 15:57:35,2024-09-16 15:57:35,2,,100,0,1,2024-09-16 15:57:36,R_7NX1U8z8gzRri8m,,,,,,,test,,1,8.32,8.57,9.71,26,1,4,6,5,2,4,4,6,5,6,2,6,2,2,4,4,3,6,2,3,2,2,5,6,4,4,4,6,2,7,5,1,2,5,5,5,6,6,2,2,14,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,3,Ac venenatis nonummy ullamcorper purus egestas luctus montes nonummy urna orci scelerisque.,TEXT,TEXT,4,5,2,Suspendisse! Ultricies posuere tortor porttitor platea aliquet orci aenean dolor sollicitudin auctor.,173
2024-09-16 15:57:36,2024-09-16 15:57:36,2,,100,0,1,2024-09-16 15:57:36,R_cImPcyTIp7uAroa,,,,,,,test,,1,7.19,9.13,9.16,16,7,4,6,5,5,4,1,7,6,5,2,7,3,5,4,1,4,5,1,5,5,2,5,1,2,6,2,5,2,3,2,3,7,3,5,4,6,3,6,3,20,34,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4,,TEXT,TEXT,1,4,1,"Ac, atque, porta fermentum eleifend cursus phasellus! Non vehicula accumsan massa nonummy.",173
2024-09-16 15:57:36,2024-09-16 15:57:36,2,,100,0,1,2024-09-16 15:57:36,R_3Owb8w7FDBKwzKS,,,,,,,test,,1,6.89,8.84,7.91,6,4,3,5,6,3,1,7,4,1,4,2,5,3,1,4,6,3,1,2,4,2,4,7,5,3,7,5,6,2,4,4,7,4,1,3,4,2,3,7,1,27,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,4,,TEXT,TEXT,2,8,1,Bibendum duis integer ultricies blandit sed potenti? Faucibus elementum eleifend! Velit eu. Scelerisque.,166
2024-09-16 15:57:36,2024-09-16 15:57:36,2,,100,0,1,2024-09-16 15:57:36,R_1A0A5eGgypCa9fM,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.05,4.33,7,4,4,2,4,2,4,1,6,7,1,6,7,4,5,1,6,5,6,4,7,5,6,5,1,3,1,4,7,2,5,4,4,5,7,4,5,1,5,5,2,20,15,1,5,19,3,Est leo duis suspendisse non amet? Nec accumsan cursus enim sem.,TEXT,TEXT,2,7,1,Egestas natoque bibendum ridiculus! Elementum odio dignissim. Pellentesque donec magna? Fringilla dictumst velit ultrices ultrices.,181
2024-09-16 15:57:36,2024-09-16 15:57:36,2,,100,0,1,2024-09-16 15:57:37,R_5nas23MBeocHR8W,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,7.4,9.7,20,7,4,5,4,6,2,1,7,7,7,1,7,5,7,5,1,2,6,2,7,3,1,7,7,5,5,4,6,2,1,2,3,1,3,2,1,4,1,2,4,21,30,2,6,40,4,,TEXT,TEXT,2,2,9,Sagittis odio odio tempor iaculis gravida massa cras dignissim. Imperdiet vivamus nonummy eleifend sit.,175
2024-09-16 15:57:37,2024-09-16 15:57:37,2,,100,0,1,2024-09-16 15:57:37,R_cON8RewQFYAKv5A,,,,,,,test,,1,3.57,3.95,6.13,48,3,3,2,2,2,5,3,5,7,4,6,3,5,1,7,7,2,7,2,4,2,3,1,5,2,5,6,6,3,2,3,2,7,2,4,1,4,2,2,4,35,29,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,,TEXT,TEXT,3,2,5,"Volutpat turpis, sit per lacus, nonummy volutpat. Natoque curabitur accusamus.",161
2024-09-16 15:57:37,2024-09-16 15:57:37,2,,100,0,1,2024-09-16 15:57:37,R_2ueUljNnWkQUuc6,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,9.28,9.01,48,6,6,3,7,4,5,7,1,7,1,7,5,1,3,7,3,7,1,6,1,2,7,2,1,5,4,4,4,2,4,4,7,5,4,5,3,6,4,3,5,30,13,7,3,75,2,,TEXT,TEXT,4,8,4,"Magna vitae, dignissim platea neque phasellus tincidunt, auctor. Platea suspendisse et.",188
2024-09-16 15:57:37,2024-09-16 15:57:37,2,,100,0,1,2024-09-16 15:57:37,R_0x24N3ZQAzl7y0C,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,9.96,8.42,18,3,2,3,3,4,5,5,1,6,4,4,4,5,4,5,5,5,7,5,4,6,5,3,4,5,1,5,1,1,2,7,3,6,6,2,7,6,6,7,1,16,30,4,2,109,1,,TEXT,TEXT,3,8,4,Dolor. Suscipit rutrum euismod nulla wisi pede nec felis fringilla pede venenatis nonummy nec.,185
2024-09-16 15:57:37,2024-09-16 15:57:37,2,,100,0,1,2024-09-16 15:57:37,R_1yUCV8XAi0LBCDk,,,,,,,test,,1,8.4,9.81,9.05,6,6,6,1,6,6,1,4,1,1,5,7,4,6,7,2,6,3,5,3,4,3,6,5,2,7,4,6,6,5,5,3,2,5,1,6,4,1,5,6,5,33,29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,1,,TEXT,TEXT,2,7,7,Eu massa lacus vel enim pretium sem sit sagittis vulputate purus.,189
2024-09-16 15:57:38,2024-09-16 15:57:38,2,,100,0,1,2024-09-16 15:57:38,R_4JjIzKcMqqHayy2,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39,8.68,8.6,9,2,1,5,7,3,1,5,1,4,6,2,4,4,7,1,5,1,4,4,1,1,1,2,7,5,6,3,1,4,7,1,6,7,2,7,3,5,5,2,5,19,12,6,1,95,2,,TEXT,TEXT,3,5,7,Imperdiet aenean faucibus lacus eu ante gravida nibh urna et ipsum sit eu.,166
2024-09-16 15:57:38,2024-09-16 15:57:38,2,,100,0,1,2024-09-16 15:57:38,R_50FQfgRrvUZBYLI,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,6.67,8.88,23,1,7,6,4,7,2,4,1,4,7,3,2,4,6,3,2,6,7,1,4,4,1,6,1,7,3,1,3,2,5,1,2,1,4,5,1,4,7,2,2,30,34,5,6,71,4,,TEXT,TEXT,1,8,5,Commodo ab. Felis potenti erat natoque faucibus tellus nonummy eget.,162
