StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,IC,C_Time_Vign_male_First_Click,C_Time_Vign_male_Last_Click,C_Time_Vign_male_Page_Submit,C_Time_Vign_male_Click_Count,C_AC_m_1,Ch_LoEf_m_1,Ch_LoEf_m_2,Ch_LoEf_m_3,Ch_LoEf_m_4,Ch_LoEf_m_5,Ch_LoEf_m_6,Ch_LoEf_m_7,Ch_LoEf_m_8,Ch_LoEf_m_9,Ch_LoEf_m_10,Ch_LoEf_m_11,Ch_LoEf_m_12,Ch_LoEf_m_13,Ch_LoEf_m_14,Ch_LoEf_m_15,Ch_HiEf_1,Ch_HiEf_2,Ch_HiEf_3,Ch_HiEf_4,Ch_HiEf_5,Ch_HiEf_6,Ch_HiEf_7,Ch_HiEf_8,Ch_HiEf_9,Ch_HiEf_10,Ch_HiEf_11,Ch_HiEf_12,Ch_HiEf_13,Ch_HiEf_14,Ch_HiEf_15,C_Ef_LoEf_m,C_Ef_HiEf_m,C_Qu_LoEf_m,C_Qu_HiEf_m,C_Dif_LoEf_m,C_Dif_HiEf_m,C_Val_LoEf_m,C_Val_HiEf_m,C_AC_m_2,C_Sal_LoEf_1,C_Sal_HiEf_1,C_Coop_loEf_m,C_Coop_hiEf_m,Time_Vign_female_First_Click,Time_Vign_female_Last_Click,Time_Vign_female_Page_Submit,Time_Vign_female_Click_Count,C_AC_f_1,Ch_LoEf_f_1,Ch_LoEf_f_2,Ch_LoEf_f_3,Ch_LoEf_f_4,Ch_LoEf_f_5,Ch_LoEf_f_6,Ch_LoEf_f_7,Ch_LoEf_f_8,Ch_LoEf_f_9,Ch_LoEf_f_10,Ch_LoEf_f_11,Ch_LoEf_f_12,Ch_LoEf_f_13,Ch_LoEf_f_14,Ch_LoEf_f_15,Ch_HiEf_1.0,Ch_HiEf_2.0,Ch_HiEf_3.0,Ch_HiEf_4.0,Ch_HiEf_5.0,Ch_HiEf_6.0,Ch_HiEf_7.0,Ch_HiEf_8.0,Ch_HiEf_9.0,Ch_HiEf_10.0,Ch_HiEf_11.0,Ch_HiEf_12.0,Ch_HiEf_13.0,Ch_HiEf_14.0,Ch_HiEf_15.0,C_Ef_LoEf_f,C_Ef_HiEf_f,C_Qu_LoEf_f,C_Qu_HiEf_f,C_Dif_LoEf_f,C_Dif_HiEf_f,C_Val_LoEf_f,C_Val_HiEf_f,C_AC_f_2,C_Sal_LoEf_f_1,C_Sal_HiEf_f_1,C_Coop__LoEf_f,C_Coop__HiEf_f,Age,Gen,Gen_3_TEXT,Nat,Cou,Lan,Edu,Lad,FB,SC0
2024-09-16 15:08:19,2024-09-16 15:08:19,2,,100,0,1,2024-09-16 15:08:19,R_d72dqvk6hBCzyZM,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,9.34,7.65,28,4,7,4,5,7,3,1,7,3,5,7,7,3,1,3,4,2,3,4,5,6,5,7,5,5,1,2,3,5,4,2,2,5,6,5,6,2,4,7,2,45,46,4,5,32,1,,TEXT,TEXT,1,8,7,"Ligula tortor erat consectetuer, bibendum lectus primis nullam nibh purus ligula fermentum.",187
2024-09-16 15:08:19,2024-09-16 15:08:19,2,,100,0,1,2024-09-16 15:08:19,R_eDwa5UZ6JkPSDau,,,,,,,test,,1,0.39,5.06,4.31,10,4,5,4,7,1,1,3,4,3,5,4,6,5,3,5,5,5,5,3,1,2,2,2,7,2,5,6,4,4,1,7,6,5,6,4,7,2,4,3,6,4,39,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,1,,TEXT,TEXT,4,2,8,Sollicitudin a purus est sollicitudin. Etiam natoque leo primis temporibus culpa! Primis.,180
2024-09-16 15:08:20,2024-09-16 15:08:20,2,,100,0,1,2024-09-16 15:08:20,R_5p59KSPaGt4M3nE,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,2.54,8.37,4,4,6,3,1,1,7,3,1,5,7,4,7,3,4,7,7,4,1,6,7,2,3,5,1,6,1,6,5,6,2,3,2,2,6,5,3,4,5,2,4,27,45,5,1,40,2,,TEXT,TEXT,2,7,6,Iaculis eget ultrices. Sit elit viverra mattis! Non laoreet euismod. Ante dui.,179
2024-09-16 15:08:20,2024-09-16 15:08:20,2,,100,0,1,2024-09-16 15:08:20,R_1zxnRHMIYRLfkWO,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.27,9.46,9.5,45,5,1,2,5,1,7,4,6,3,4,7,3,1,3,3,3,6,2,2,5,5,3,3,4,3,5,6,7,4,7,5,5,5,4,2,7,4,1,7,3,37,18,2,1,113,1,,TEXT,TEXT,1,7,2,Mauris. Platea? Posuere a laoreet donec aliquam integer orci wisi bibendum vivamus.,175
2024-09-16 15:08:20,2024-09-16 15:08:20,2,,100,0,1,2024-09-16 15:08:20,R_3mloMQ4J2MYZt8G,,,,,,,test,,1,2.89,7.57,6.69,2,3,2,6,2,3,5,2,4,4,1,4,7,6,4,4,6,6,3,6,4,6,4,7,1,4,2,4,2,7,2,1,3,3,7,6,7,7,2,2,2,21,21,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,2,,TEXT,TEXT,2,8,8,Justo lorem nulla a tellus tellus elementum turpis? Volutpat aliquam erat risus. Vitae diam.,182
2024-09-16 15:08:20,2024-09-16 15:08:20,2,,100,0,1,2024-09-16 15:08:21,R_bsigJFKI833lkge,,,,,,,test,,1,6.24,8.38,6.79,7,4,5,2,1,4,2,2,4,1,1,2,6,6,3,5,7,5,1,4,4,7,3,1,5,7,1,2,3,3,3,1,2,2,6,2,7,7,2,4,3,45,43,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,,TEXT,TEXT,2,4,6,"Elit duis, cras fermentum diam dapibus commodo vestibulum, primis diam quis porttitor.",154
2024-09-16 15:08:21,2024-09-16 15:08:21,2,,100,0,1,2024-09-16 15:08:21,R_eM5hgRn3K6TmzVc,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,4.18,4.28,13,6,7,3,6,2,3,1,1,6,5,1,2,2,3,6,7,4,2,2,7,1,7,1,2,5,3,1,4,1,5,5,1,1,1,2,1,6,6,4,4,12,43,4,1,28,2,,TEXT,TEXT,2,2,5,Imperdiet risus orci sagittis pharetra mi montes augue diam sed.,149
2024-09-16 15:08:21,2024-09-16 15:08:21,2,,100,0,1,2024-09-16 15:08:21,R_2aSKM7fHiFqdMr4,,,,,,,test,,1,1.53,9.24,4.69,11,7,3,6,3,2,2,6,2,4,2,4,3,5,4,7,6,6,1,5,7,4,5,3,4,2,6,6,6,4,5,2,6,4,5,1,6,4,5,3,6,48,13,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,3,Dui maecenas? Vitae convallis porta mi aenean tortor montes dapibus euismod eros. Amet pede.,TEXT,TEXT,1,6,9,"Gravida! Vestibulum! Interdum? Dui! Primis curabitur tortor. Dapibus tincidunt, proin? Maecenas! Sapien.",192
2024-09-16 15:08:21,2024-09-16 15:08:21,2,,100,0,1,2024-09-16 15:08:21,R_1NXlFG9O10rDXbo,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,8.04,1.52,37,5,5,1,3,2,3,5,3,6,3,1,3,1,7,1,1,2,2,1,3,6,7,4,2,2,4,5,2,5,1,1,3,2,7,3,3,1,6,6,2,25,23,2,1,23,4,,TEXT,TEXT,1,6,9,Potenti justo lacus porta elementum porttitor temporibus ligula ultrices eget ipsum a.,151
2024-09-16 15:08:21,2024-09-16 15:08:21,2,,100,0,1,2024-09-16 15:08:21,R_5tmqVMIy6HJ7QIS,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,6.43,6.17,28,4,7,6,6,1,4,5,7,1,2,3,1,7,5,2,3,7,4,7,2,7,6,3,7,4,1,3,3,2,3,5,6,7,3,7,5,3,4,5,1,24,11,6,6,26,3,"Tellus leo viverra. Dolor! Platea eu morbi rutrum? Culpa, posuere sapien? Accusamus augue blandit, sed.",TEXT,TEXT,3,9,8,Laoreet platea culpa augue sed a a lacus faucibus volutpat est.,193
2024-09-16 15:08:22,2024-09-16 15:08:22,2,,100,0,1,2024-09-16 15:08:22,R_a2xD0RvGbj0f45U,,,,,,,test,,1,9.04,9.04,9.46,29,1,7,4,5,6,5,6,5,5,2,7,2,2,2,4,2,2,4,7,7,7,4,1,5,1,5,4,1,2,4,1,2,6,1,4,5,3,5,6,1,40,43,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2,,TEXT,TEXT,2,7,10,"Venenatis consequat, laoreet maecenas. Faucibus praesent integer dolorem! Gravida? Luctus, curabitur.",175
2024-09-16 15:08:22,2024-09-16 15:08:22,2,,100,0,1,2024-09-16 15:08:22,R_7URMBC5sH5bLHuu,,,,,,,test,,1,7.66,8.86,8.67,19,3,7,3,6,7,3,7,4,7,6,7,5,4,6,4,3,4,6,5,3,3,5,3,2,4,3,1,6,6,7,5,3,4,7,5,2,3,3,3,2,44,31,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,,TEXT,TEXT,3,5,7,Dui venenatis? Mattis quis tellus laoreet ab sodales! Convallis diam suspendisse non tortor.,194
2024-09-16 15:08:22,2024-09-16 15:08:22,2,,100,0,1,2024-09-16 15:08:22,R_8bQKtXAlq8dnHYq,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,5.46,5.7,15,6,1,6,7,6,4,6,6,4,6,4,2,6,4,5,3,6,1,4,3,7,4,6,5,2,1,4,5,1,1,6,4,3,2,2,7,1,5,6,2,47,34,2,3,91,2,,TEXT,TEXT,2,8,4,Temporibus ab phasellus iaculis viverra potenti. Magnis ante cursus mi.,181
2024-09-16 15:08:22,2024-09-16 15:08:22,2,,100,0,1,2024-09-16 15:08:22,R_1AE5P4Bl6O7NjTw,,,,,,,test,,1,1.5,3.9,4.34,8,1,4,2,6,3,3,2,1,7,2,1,4,5,5,1,5,3,6,1,1,1,6,6,2,1,6,2,1,7,4,5,6,3,4,4,4,3,7,7,2,41,24,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,3,Dui sapien dolorem ante. Potenti ultrices elit? Duis magnis nibh temporibus.,TEXT,TEXT,1,6,9,Quis cursus accusamus rutrum elementum tortor vitae! Nonummy sodales nulla molestie.,164
2024-09-16 15:08:23,2024-09-16 15:08:23,2,,100,0,1,2024-09-16 15:08:23,R_2tpNhJeUGzXGKSq,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19,9.81,9.33,18,4,5,6,5,3,5,7,4,2,6,4,7,1,1,6,3,3,7,1,4,1,3,6,2,6,3,3,5,1,2,7,3,6,2,7,6,2,2,1,7,30,43,3,2,30,1,,TEXT,TEXT,1,4,2,"Viverra gravida cursus sapien? Nonummy, facilisi magna integer. Interdum dictumst justo.",168
2024-09-16 15:08:23,2024-09-16 15:08:23,2,,100,0,1,2024-09-16 15:08:23,R_390Li8TYDJBpE0u,,,,,,,test,,1,0.02,4.78,3.49,2,7,3,4,4,5,1,5,3,1,3,4,4,3,2,1,3,2,5,7,6,7,2,4,3,5,2,6,5,4,3,7,3,2,2,7,5,7,2,4,5,28,44,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,,TEXT,TEXT,4,3,7,Fringilla quis neque wisi gravida curabitur massa molestie temporibus imperdiet.,174
2024-09-16 15:08:23,2024-09-16 15:08:23,2,,100,0,1,2024-09-16 15:08:23,R_7O1tlX50TScCpLg,,,,,,,test,,1,6.38,8.78,9.87,22,4,1,3,1,3,4,2,6,4,4,1,7,3,2,4,5,2,7,7,3,4,2,1,3,2,6,5,4,2,4,7,6,6,6,6,5,6,5,6,2,12,29,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4,,TEXT,TEXT,1,4,5,"Sem lacus purus eleifend euismod! Integer id etiam pharetra potenti diam a, luctus.",176
2024-09-16 15:08:23,2024-09-16 15:08:23,2,,100,0,1,2024-09-16 15:08:23,R_3xUUa2VjrNoVKAu,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59,9.79,9.89,6,4,3,7,1,5,1,5,3,6,4,1,5,2,3,7,6,6,7,5,4,5,6,7,2,4,3,7,6,3,5,2,7,3,7,4,2,7,1,4,3,24,12,1,2,73,4,,TEXT,TEXT,1,5,6,Magnis natoque interdum laoreet! Curabitur per volutpat augue pretium fringilla elementum placerat.,190
2024-09-16 15:08:23,2024-09-16 15:08:24,2,,100,1,1,2024-09-16 15:08:24,R_ezYzJQHTezCyuoK,,,,,,,test,,1,6.76,8.34,7.65,31,1,6,2,3,6,2,2,6,1,3,5,2,3,2,1,2,5,2,4,1,7,7,4,7,6,2,4,7,3,2,7,7,4,3,1,3,6,4,7,2,38,12,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,TEXT,TEXT,2,3,8,Aenean sit mauris primis placerat. Vel in per erat consequat vulputate.,168
2024-09-16 15:08:24,2024-09-16 15:08:24,2,,100,0,1,2024-09-16 15:08:24,R_0V8wQKL4PoagilE,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,3,4.85,25,5,1,5,5,3,5,4,4,1,6,3,3,4,3,1,2,3,2,7,1,2,7,5,1,2,5,2,1,3,7,2,7,5,7,4,2,2,5,4,7,14,23,2,1,102,4,,TEXT,TEXT,4,2,6,Vivamus convallis felis mauris. Sapien rutrum pede consectetuer at! Cursus massa urna nulla.,165
2024-09-16 15:08:24,2024-09-16 15:08:24,2,,100,0,1,2024-09-16 15:08:24,R_5pB90V4vYK7Dr4a,,,,,,,test,,1,2.24,8.7,9.62,19,6,1,6,5,6,1,2,2,5,7,5,3,5,1,3,1,7,4,7,5,3,2,4,2,6,5,5,3,3,1,1,7,5,2,2,3,3,6,5,4,28,19,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2,,TEXT,TEXT,2,6,6,Bibendum accumsan. Phasellus mattis accusamus? Eleifend lorem fringilla! Tempora pharetra pellentesque vivamus. Justo tellus.,171
2024-09-16 15:08:24,2024-09-16 15:08:24,2,,100,0,1,2024-09-16 15:08:24,R_0HQn6GP68HG6xo2,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,8.88,5.03,28,3,2,5,4,3,4,6,2,1,6,4,4,5,6,2,4,3,7,4,1,7,7,3,1,4,1,5,6,7,3,4,4,3,6,7,7,4,3,4,2,2,40,5,4,99,1,,TEXT,TEXT,1,5,10,"Posuere. Eros morbi dui etiam ultricies sollicitudin, venenatis pede montes ac placerat. Leo gravida lorem.",182
2024-09-16 15:08:24,2024-09-16 15:08:25,2,,100,1,1,2024-09-16 15:08:25,R_6LQ0M3ftTqO3nNA,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08,7.53,8.47,50,3,3,3,2,1,6,2,3,4,7,6,1,3,5,2,7,1,6,1,1,5,7,2,2,6,7,4,3,5,4,1,4,1,6,1,1,2,2,6,6,33,2,5,7,109,2,,TEXT,TEXT,2,8,3,Morbi atque etiam. Tempus ab mattis augue eget felis phasellus. Eros.,158
2024-09-16 15:08:25,2024-09-16 15:08:25,2,,100,0,1,2024-09-16 15:08:25,R_bjRJ5EHWSqCkqVM,,,,,,,test,,1,4.98,9.55,9.26,43,7,7,7,5,5,2,2,4,5,4,3,5,1,6,7,1,6,1,4,2,7,4,3,3,7,4,5,1,4,5,3,5,3,7,4,1,2,6,4,4,25,38,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3,"Eu? Quam quam, sagittis eu luctus! Integer risus. Nonummy. Suspendisse, faucibus sagittis praesent. Aliquet facilisi.",TEXT,TEXT,4,2,9,"Ligula justo, lorem potenti. Massa cras proin nulla dapibus dictumst donec non potenti non.",185
2024-09-16 15:08:25,2024-09-16 15:08:25,2,,100,0,1,2024-09-16 15:08:25,R_3Dj6S4gUspFtydM,,,,,,,test,,1,5.24,8.23,8.16,7,2,2,3,1,6,7,3,2,6,5,5,1,3,1,6,2,4,1,4,1,3,1,5,2,6,7,6,1,5,7,4,5,2,7,7,6,3,1,6,4,40,22,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3,Curabitur faucibus ridiculus. Leo tellus porta velit. Euismod! Donec convallis vitae purus suspendisse pellentesque vehicula.,TEXT,TEXT,1,9,4,"Accumsan euismod aliquam. Blandit eget sodales porta sagittis maecenas, nulla. Amet montes porttitor convallis? Justo.",171
2024-09-16 15:08:25,2024-09-16 15:08:25,2,,100,0,1,2024-09-16 15:08:25,R_3sWlpIGBMiaegrI,,,,,,,test,,1,4.95,8.8,8.35,29,1,7,7,6,6,3,5,6,7,3,7,7,1,1,7,5,3,2,4,3,7,6,7,6,1,2,6,4,2,3,6,3,3,5,2,1,1,1,3,6,23,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,,TEXT,TEXT,3,3,10,Interdum! Est euismod risus dapibus. Leo sed tincidunt maecenas sapien! Fringilla.,187
2024-09-16 15:08:25,2024-09-16 15:08:25,2,,100,0,1,2024-09-16 15:08:26,R_9Funimkwn6s4LFs,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,7.3,7.74,46,1,2,6,5,2,2,2,3,7,7,4,3,2,3,2,2,6,3,2,1,5,1,2,3,5,4,6,1,5,5,4,5,5,4,2,6,1,7,7,6,1,18,7,5,84,4,,TEXT,TEXT,1,5,7,"Dolorem vulputate? Auctor platea vestibulum maecenas natoque viverra, mattis erat? Bibendum auctor non.",167
2024-09-16 15:08:26,2024-09-16 15:08:26,2,,100,0,1,2024-09-16 15:08:26,R_728egZSb1Ftwh2S,,,,,,,test,,1,2.76,5.18,8.3,35,4,7,6,4,6,5,1,1,2,1,2,2,7,5,3,6,7,5,4,2,2,7,2,6,6,5,1,3,1,1,4,1,4,4,3,2,1,3,7,7,32,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,,TEXT,TEXT,1,6,6,Sollicitudin eu. Nunc porttitor dolor vivamus phasellus eget? Pharetra bibendum. Duis.,166
2024-09-16 15:08:26,2024-09-16 15:08:26,2,,100,0,1,2024-09-16 15:08:26,R_b7yFbhpGBlMG34i,,,,,,,test,,1,2.93,7.29,3.91,22,3,5,1,3,1,3,1,1,4,3,6,6,5,2,6,1,5,5,7,5,4,3,1,2,5,5,3,4,6,1,4,4,3,2,2,2,6,3,7,4,50,41,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,2,,TEXT,TEXT,2,2,9,Consequat luctus placerat eleifend eros! Eu natoque! Tempora. Suspendisse elit nec.,160
2024-09-16 15:08:26,2024-09-16 15:08:26,2,,100,0,1,2024-09-16 15:08:26,R_dgPdsRvagMX0VjU,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,6.76,3.81,25,7,3,5,6,7,7,3,2,2,7,1,6,5,4,3,6,3,3,2,5,7,1,7,5,7,1,5,7,1,4,2,5,1,3,6,7,3,5,6,6,39,42,5,1,74,2,,TEXT,TEXT,3,1,3,"Nunc vivamus ultrices. Platea felis vulputate, nulla sem mattis lorem vitae facilisi.",186
2024-09-16 15:08:26,2024-09-16 15:08:26,2,,100,0,1,2024-09-16 15:08:27,R_88RWXj4b7yp89Nk,,,,,,,test,,1,1.14,7.43,5.99,43,3,2,3,4,7,2,1,1,6,2,2,1,5,7,3,5,7,5,3,6,4,5,7,4,1,3,1,4,6,5,6,1,1,5,1,7,5,5,7,1,41,8,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,,TEXT,TEXT,1,2,5,Integer arcu venenatis? Urna? Risus consequat interdum placerat gravida nulla erat eros eu dolorem.,167
2024-09-16 15:08:27,2024-09-16 15:08:27,2,,100,0,1,2024-09-16 15:08:27,R_aaQVW6v08KtXA6G,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,8.98,5.23,32,1,7,7,1,1,4,3,1,1,3,7,4,2,2,6,7,6,6,6,5,3,2,4,4,6,5,5,7,3,2,3,5,2,7,6,1,6,6,4,2,24,1,7,1,27,4,,TEXT,TEXT,1,8,1,Natoque! Ultricies enim massa faucibus purus eget integer dignissim dignissim vestibulum? Amet.,178
2024-09-16 15:08:27,2024-09-16 15:08:27,2,,100,0,1,2024-09-16 15:08:27,R_efIxe1KmVBD3qoS,,,,,,,test,,1,0.26,1.52,7.23,19,2,7,7,3,4,7,5,4,1,1,7,5,2,5,2,3,5,6,7,1,5,4,2,5,5,3,1,7,5,3,1,1,3,4,3,3,3,6,6,7,1,44,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3,Porttitor tempus volutpat? Nullam egestas! Leo ante luctus porttitor a? Eleifend vehicula dui at primis.,TEXT,TEXT,2,3,3,Eros fringilla proin. Malesuada! At commodo nec orci sapien! In magna. Lectus arcu arcu.,173
2024-09-16 15:08:27,2024-09-16 15:08:27,2,,100,0,1,2024-09-16 15:08:27,R_6Wk8v6FAEIkVftI,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.84,8.55,34,5,7,5,5,4,7,4,3,6,7,4,1,1,7,7,6,1,5,4,2,5,5,2,5,6,6,6,5,2,4,4,1,3,7,2,3,5,3,3,2,43,4,4,4,94,2,,TEXT,TEXT,2,1,9,Suscipit temporibus. Eu sapien tempora cras. Ultricies per convallis luctus euismod. Lorem pharetra gravida.,185
2024-09-16 15:08:27,2024-09-16 15:08:27,2,,100,0,1,2024-09-16 15:08:28,R_ea3dwasOIp82gjY,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,2.87,6.37,18,6,1,7,2,2,7,3,1,1,6,7,4,7,5,7,7,5,1,4,1,5,6,3,5,4,4,7,3,5,1,2,6,5,6,1,1,2,2,1,6,29,5,7,6,28,1,,TEXT,TEXT,2,8,5,Ligula curabitur tincidunt imperdiet cras duis magnis integer molestie montes ridiculus felis.,176
2024-09-16 15:08:28,2024-09-16 15:08:28,2,,100,0,1,2024-09-16 15:08:28,R_1Rqz2Eg0wrh1w58,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,9.29,9.95,23,7,4,5,1,2,2,2,6,7,7,6,7,1,5,4,1,2,3,5,5,3,4,5,5,1,6,2,4,3,7,3,4,1,2,1,3,1,5,4,5,18,28,6,2,35,4,,TEXT,TEXT,1,3,2,Erat sagittis turpis scelerisque temporibus curabitur donec facilisi posuere commodo arcu vitae tortor.,162
2024-09-16 15:08:28,2024-09-16 15:08:28,2,,100,0,1,2024-09-16 15:08:28,R_cYh7FvzfDNu3Nbg,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,8.51,5.42,39,7,7,1,7,1,1,3,7,2,4,6,7,6,2,4,3,2,4,7,2,2,2,2,6,6,5,7,2,4,6,7,7,5,7,3,4,7,4,6,7,41,23,7,5,34,1,,TEXT,TEXT,3,9,6,"Aliquet vitae. Ultricies tempor molestie orci. Enim, accumsan tellus, donec, tincidunt augue molestie phasellus.",202
2024-09-16 15:08:28,2024-09-16 15:08:28,2,,100,0,1,2024-09-16 15:08:28,R_1Tcr2dvYC5vs31I,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,1.26,9.45,49,4,2,2,3,5,6,2,3,4,2,3,4,4,6,2,2,7,5,3,1,2,1,3,1,7,2,4,4,2,1,3,2,6,6,3,5,3,2,7,4,26,47,6,3,45,4,,TEXT,TEXT,4,7,7,"Lacus, augue scelerisque. Gravida? Tellus ab consequat. Culpa vehicula sapien rhoncus vitae.",161
2024-09-16 15:08:28,2024-09-16 15:08:28,2,,100,0,1,2024-09-16 15:08:29,R_6gTdYSKb1oMEnDo,,,,,,,test,,1,2.2,8.51,4.56,24,1,6,5,4,5,6,3,4,2,2,6,7,1,7,7,6,3,1,6,4,5,6,1,3,7,6,6,5,1,3,3,6,2,1,2,7,3,4,5,4,43,35,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4,,TEXT,TEXT,2,5,6,Rutrum primis id integer blandit arcu ridiculus! Id? Potenti sem.,184
2024-09-16 15:08:29,2024-09-16 15:08:29,2,,100,0,1,2024-09-16 15:08:29,R_77jJykm20EHPe8C,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.66,6.82,9.79,30,4,7,6,6,4,5,1,1,1,4,4,7,4,2,6,4,2,1,7,4,7,5,5,1,2,2,6,5,2,4,2,7,4,1,5,7,7,6,1,7,16,30,2,1,24,2,,TEXT,TEXT,2,4,2,"Ante nullam vestibulum. Cursus luctus! Nec, wisi faucibus phasellus vestibulum eu sit natoque tellus? Ut.",177
2024-09-16 15:08:29,2024-09-16 15:08:29,2,,100,0,1,2024-09-16 15:08:29,R_dj5V0baKSHwGnSC,,,,,,,test,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,7.23,9.79,29,6,2,2,2,4,6,4,1,6,7,4,5,7,1,4,3,2,3,6,3,1,5,1,7,3,5,6,2,7,2,3,1,4,5,5,2,6,4,3,5,35,44,5,4,41,3,Sodales! Porttitor primis interdum sed dapibus scelerisque donec gravida montes ullamcorper pharetra.,TEXT,TEXT,2,9,10,Dictumst. Scelerisque scelerisque enim volutpat tempora augue dolorem arcu pretium nonummy facilisi mi phasellus imperdiet.,180
